FIPS State and County Codes,Geographic area name,RAE Report Links,counties
6025,"Imperial County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06025&geoType=county&view=report&reportType=detailed,Imperial County
6027,"Inyo County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06027&geoType=county&view=report&reportType=detailed,Inyo County
6029,"Kern County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06029&geoType=county&view=report&reportType=detailed,Kern County
6031,"Kings County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06031&geoType=county&view=report&reportType=detailed,Kings County
6033,"Lake County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06033&geoType=county&view=report&reportType=detailed,Lake County
6035,"Lassen County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06035&geoType=county&view=report&reportType=detailed,Lassen County
6037,"Los Angeles County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06037&geoType=county&view=report&reportType=detailed,Los Angeles County
6039,"Madera County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06039&geoType=county&view=report&reportType=detailed,Madera County
6041,"Marin County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06041&geoType=county&view=report&reportType=detailed,Marin County
6043,"Mariposa County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06043&geoType=county&view=report&reportType=detailed,Mariposa County
6045,"Mendocino County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06045&geoType=county&view=report&reportType=detailed,Mendocino County
6047,"Merced County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06047&geoType=county&view=report&reportType=detailed,Merced County
6049,"Modoc County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06049&geoType=county&view=report&reportType=detailed,Modoc County
6051,"Mono County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06051&geoType=county&view=report&reportType=detailed,Mono County
6053,"Monterey County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06053&geoType=county&view=report&reportType=detailed,Monterey County
6055,"Napa County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06055&geoType=county&view=report&reportType=detailed,Napa County
6057,"Nevada County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06057&geoType=county&view=report&reportType=detailed,Nevada County
6059,"Orange County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06059&geoType=county&view=report&reportType=detailed,Orange County
6061,"Placer County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06061&geoType=county&view=report&reportType=detailed,Placer County
6063,"Plumas County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06063&geoType=county&view=report&reportType=detailed,Plumas County
6065,"Riverside County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06065&geoType=county&view=report&reportType=detailed,Riverside County
6067,"Sacramento County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06067&geoType=county&view=report&reportType=detailed,Sacramento County
6069,"San Benito County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06069&geoType=county&view=report&reportType=detailed,San Benito County
6071,"San Bernardino County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06071&geoType=county&view=report&reportType=detailed,San Bernardino County
6073,"San Diego County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06073&geoType=county&view=report&reportType=detailed,San Diego County
6075,"San Francisco County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06075&geoType=county&view=report&reportType=detailed,San Francisco County
6077,"San Joaquin County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06077&geoType=county&view=report&reportType=detailed,San Joaquin County
6079,"San Luis Obispo County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06079&geoType=county&view=report&reportType=detailed,San Luis Obispo County
6081,"San Mateo County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06081&geoType=county&view=report&reportType=detailed,San Mateo County
6083,"Santa Barbara County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06083&geoType=county&view=report&reportType=detailed,Santa Barbara County
6085,"Santa Clara County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06085&geoType=county&view=report&reportType=detailed,Santa Clara County
6087,"Santa Cruz County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06087&geoType=county&view=report&reportType=detailed,Santa Cruz County
6089,"Shasta County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06089&geoType=county&view=report&reportType=detailed,Shasta County
6091,"Sierra County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06091&geoType=county&view=report&reportType=detailed,Sierra County
6093,"Siskiyou County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06093&geoType=county&view=report&reportType=detailed,Siskiyou County
6095,"Solano County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06095&geoType=county&view=report&reportType=detailed,Solano County
6097,"Sonoma County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06097&geoType=county&view=report&reportType=detailed,Sonoma County
6099,"Stanislaus County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06099&geoType=county&view=report&reportType=detailed,Stanislaus County
6101,"Sutter County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06101&geoType=county&view=report&reportType=detailed,Sutter County
6103,"Tehama County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06103&geoType=county&view=report&reportType=detailed,Tehama County
6105,"Trinity County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06105&geoType=county&view=report&reportType=detailed,Trinity County
6107,"Tulare County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06107&geoType=county&view=report&reportType=detailed,Tulare County
6109,"Tuolumne County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06109&geoType=county&view=report&reportType=detailed,Tuolumne County
6111,"Ventura County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06111&geoType=county&view=report&reportType=detailed,Ventura County
6113,"Yolo County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06113&geoType=county&view=report&reportType=detailed,Yolo County
6115,"Yuba County, California",https://cbb.census.gov/rae/#industry0=00&geoId=06115&geoType=county&view=report&reportType=detailed,Yuba County
8,Colorado,https://cbb.census.gov/rae/#industry0=00&geoId=08&geoType=state&view=report&reportType=detailed,Colorado
8001,"Adams County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08001&geoType=county&view=report&reportType=detailed,Adams County
8003,"Alamosa County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08003&geoType=county&view=report&reportType=detailed,Alamosa County
8005,"Arapahoe County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08005&geoType=county&view=report&reportType=detailed,Arapahoe County
8007,"Archuleta County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08007&geoType=county&view=report&reportType=detailed,Archuleta County
8009,"Baca County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08009&geoType=county&view=report&reportType=detailed,Baca County
8011,"Bent County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08011&geoType=county&view=report&reportType=detailed,Bent County
8013,"Boulder County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08013&geoType=county&view=report&reportType=detailed,Boulder County
8014,"Broomfield County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08014&geoType=county&view=report&reportType=detailed,Broomfield County
8015,"Chaffee County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08015&geoType=county&view=report&reportType=detailed,Chaffee County
8017,"Cheyenne County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08017&geoType=county&view=report&reportType=detailed,Cheyenne County
8019,"Clear Creek County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08019&geoType=county&view=report&reportType=detailed,Clear Creek County
8021,"Conejos County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08021&geoType=county&view=report&reportType=detailed,Conejos County
8023,"Costilla County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08023&geoType=county&view=report&reportType=detailed,Costilla County
8025,"Crowley County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08025&geoType=county&view=report&reportType=detailed,Crowley County
8027,"Custer County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08027&geoType=county&view=report&reportType=detailed,Custer County
8029,"Delta County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08029&geoType=county&view=report&reportType=detailed,Delta County
8031,"Denver County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08031&geoType=county&view=report&reportType=detailed,Denver County
8033,"Dolores County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08033&geoType=county&view=report&reportType=detailed,Dolores County
8035,"Douglas County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08035&geoType=county&view=report&reportType=detailed,Douglas County
8037,"Eagle County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08037&geoType=county&view=report&reportType=detailed,Eagle County
8039,"Elbert County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08039&geoType=county&view=report&reportType=detailed,Elbert County
8041,"El Paso County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08041&geoType=county&view=report&reportType=detailed,El Paso County
8043,"Fremont County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08043&geoType=county&view=report&reportType=detailed,Fremont County
8045,"Garfield County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08045&geoType=county&view=report&reportType=detailed,Garfield County
8047,"Gilpin County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08047&geoType=county&view=report&reportType=detailed,Gilpin County
8049,"Grand County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08049&geoType=county&view=report&reportType=detailed,Grand County
8051,"Gunnison County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08051&geoType=county&view=report&reportType=detailed,Gunnison County
8053,"Hinsdale County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08053&geoType=county&view=report&reportType=detailed,Hinsdale County
8055,"Huerfano County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08055&geoType=county&view=report&reportType=detailed,Huerfano County
8057,"Jackson County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08057&geoType=county&view=report&reportType=detailed,Jackson County
8059,"Jefferson County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08059&geoType=county&view=report&reportType=detailed,Jefferson County
8061,"Kiowa County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08061&geoType=county&view=report&reportType=detailed,Kiowa County
8063,"Kit Carson County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08063&geoType=county&view=report&reportType=detailed,Kit Carson County
8065,"Lake County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08065&geoType=county&view=report&reportType=detailed,Lake County
8067,"La Plata County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08067&geoType=county&view=report&reportType=detailed,La Plata County
8069,"Larimer County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08069&geoType=county&view=report&reportType=detailed,Larimer County
8071,"Las Animas County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08071&geoType=county&view=report&reportType=detailed,Las Animas County
8073,"Lincoln County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08073&geoType=county&view=report&reportType=detailed,Lincoln County
8075,"Logan County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08075&geoType=county&view=report&reportType=detailed,Logan County
8077,"Mesa County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08077&geoType=county&view=report&reportType=detailed,Mesa County
8079,"Mineral County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08079&geoType=county&view=report&reportType=detailed,Mineral County
8081,"Moffat County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08081&geoType=county&view=report&reportType=detailed,Moffat County
8083,"Montezuma County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08083&geoType=county&view=report&reportType=detailed,Montezuma County
8085,"Montrose County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08085&geoType=county&view=report&reportType=detailed,Montrose County
8087,"Morgan County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08087&geoType=county&view=report&reportType=detailed,Morgan County
8089,"Otero County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08089&geoType=county&view=report&reportType=detailed,Otero County
8091,"Ouray County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08091&geoType=county&view=report&reportType=detailed,Ouray County
8093,"Park County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08093&geoType=county&view=report&reportType=detailed,Park County
8095,"Phillips County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08095&geoType=county&view=report&reportType=detailed,Phillips County
8097,"Pitkin County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08097&geoType=county&view=report&reportType=detailed,Pitkin County
8099,"Prowers County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08099&geoType=county&view=report&reportType=detailed,Prowers County
8101,"Pueblo County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08101&geoType=county&view=report&reportType=detailed,Pueblo County
8103,"Rio Blanco County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08103&geoType=county&view=report&reportType=detailed,Rio Blanco County
8105,"Rio Grande County, Colorado",https://cbb.census.gov/rae/#industry0=00&geoId=08105&geoType=county&view=report&reportType=detailed,Rio Grande County
